Name;TP;TN;FP;FN;TPR;FPR;Precision;Recall;F1;EvaluationTimePerWindowMS;ValueShift;
Name;TP;TN;FP;FN;TPR;FPR;Precision;Recall;F1;EvaluationTimePerWindowMS;ValueShift;
Name;TP;TN;FP;FN;TPR;FPR;Precision;Recall;F1;EvaluationTimePerWindowMS;ValueShift;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);1079;14958;2;3329;0.244782;0.000134;0.998150;0.244782;0.393150;9.478625;-10.000000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);1162;14958;2;3246;0.263612;0.000134;0.998282;0.263612;0.417085;9.892193;-9.800000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);1239;14958;2;3169;0.281080;0.000134;0.998388;0.281080;0.438662;9.124845;-9.600000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);1322;14958;2;3086;0.299909;0.000134;0.998489;0.299909;0.461270;9.080803;-9.400000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);1396;14958;2;3012;0.316697;0.000134;0.998569;0.316697;0.480882;9.470415;-9.200000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);1493;14958;2;2915;0.338702;0.000134;0.998662;0.338702;0.505844;8.950743;-9.000000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);1570;14958;2;2838;0.356171;0.000134;0.998728;0.356171;0.525084;8.905824;-8.800000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);1666;14958;2;2742;0.377949;0.000134;0.998801;0.377949;0.548387;8.821665;-8.600000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);1752;14958;2;2656;0.397459;0.000134;0.998860;0.397459;0.568647;8.834779;-8.400000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);1841;14958;2;2567;0.417650;0.000134;0.998915;0.417650;0.589026;8.919661;-8.200000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);1932;14958;2;2476;0.438294;0.000134;0.998966;0.438294;0.609272;8.814230;-8.000000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);2025;14958;2;2383;0.459392;0.000134;0.999013;0.459392;0.629371;8.846448;-7.800000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);2130;14958;2;2278;0.483212;0.000134;0.999062;0.483212;0.651376;8.801322;-7.600000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);2236;14956;4;2172;0.507260;0.000267;0.998214;0.507260;0.672684;8.776745;-7.400000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);2334;14956;4;2074;0.529492;0.000267;0.998289;0.529492;0.691966;8.785368;-7.200000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);2440;14956;4;1968;0.553539;0.000267;0.998363;0.553539;0.712201;8.768691;-7.000000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);2525;14956;4;1883;0.572822;0.000267;0.998418;0.572822;0.727980;8.848565;-6.800000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);2603;14955;5;1805;0.590517;0.000334;0.998083;0.590517;0.742018;9.427509;-6.600000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);2689;14955;5;1719;0.610027;0.000334;0.998144;0.610027;0.757251;8.799618;-6.400000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);2771;14955;5;1637;0.628630;0.000334;0.998199;0.628630;0.771437;8.928697;-6.200000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);2855;14954;6;1553;0.647686;0.000401;0.997903;0.647686;0.785528;8.762495;-6.000000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);2932;14953;7;1476;0.665154;0.000468;0.997618;0.665154;0.798149;8.772305;-5.800000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);3020;14951;9;1388;0.685118;0.000602;0.997029;0.685118;0.812155;8.779791;-5.600000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);3095;14951;9;1313;0.702132;0.000602;0.997101;0.702132;0.824015;8.762340;-5.400000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);3191;14950;10;1217;0.723911;0.000668;0.996876;0.723911;0.838744;8.778656;-5.200000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);3259;14949;11;1149;0.739338;0.000735;0.996636;0.739338;0.848919;8.736163;-5.000000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);3336;14949;11;1072;0.756806;0.000735;0.996713;0.756806;0.860348;8.783974;-4.800000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);3414;14948;12;994;0.774501;0.000802;0.996497;0.774501;0.871585;8.817276;-4.600000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);3474;14946;14;934;0.788113;0.000936;0.995986;0.788113;0.879939;8.836741;-4.400000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);3523;14945;15;885;0.799229;0.001003;0.995760;0.799229;0.886735;8.790273;-4.200000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);3581;14944;16;827;0.812387;0.001070;0.995552;0.812387;0.894691;8.799773;-4.000000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);3649;14941;19;759;0.827813;0.001270;0.994820;0.827813;0.903665;8.842317;-3.800000;
HoG(Depth)+HoG(RGB)+S2HoG(RGB);3710;14939;21;698;0.841652;0.001404;0.994371;0.841652;0.911660;8.814539;-3.600000;
